Date,Open,High,Low,Close,Adj Close,Volume
2021-03-22,162.270004,163.130005,162.160004,163.000000,163.000000,5240000
2021-03-23,162.449997,162.490005,161.589996,161.809998,161.809998,6048300
2021-03-24,162.210007,162.889999,161.940002,162.369995,162.369995,6183700
2021-03-25,163.059998,163.580002,161.320007,161.779999,161.779999,8398600
2021-03-26,161.710007,162.729996,161.649994,162.240005,162.240005,6153200
2021-03-29,161.460007,161.520004,159.830002,160.309998,160.309998,8409300
2021-03-30,157.940002,158.199997,157.550003,157.570007,157.570007,8353200
2021-03-31,158.059998,160.679993,158.050003,159.960007,159.960007,10623800
2021-04-01,161.559998,162.110001,161.279999,161.979996,161.979996,7105200
2021-04-05,161.520004,162.399994,161.360001,161.919998,161.919998,6163800
2021-04-06,162.789993,163.529999,162.750000,163.220001,163.220001,6761200
2021-04-07,162.820007,163.309998,162.500000,162.759995,162.759995,5436000
2021-04-08,164.169998,164.770004,164.139999,164.509995,164.509995,6574500
2021-04-09,162.750000,163.660004,162.479996,163.270004,163.270004,6654100
2021-04-12,162.729996,162.800003,161.809998,162.279999,162.279999,4896700
2021-04-13,163.179993,163.850006,163.029999,163.429993,163.429993,6995900
2021-04-14,162.770004,163.050003,162.300003,162.720001,162.720001,6312300
2021-04-15,164.070007,165.789993,164.029999,165.350006,165.350006,8250600
2021-04-16,166.240005,166.809998,165.940002,166.350006,166.350006,9992200
2021-04-19,165.910004,166.440002,165.720001,165.889999,165.889999,5721700
2021-04-20,165.649994,166.809998,165.619995,166.479996,166.479996,6532000
2021-04-21,167.179993,168.389999,167.149994,168.130005,168.130005,8380200
2021-04-22,167.110001,167.529999,166.490005,167.039993,167.039993,7680100
2021-04-23,167.369995,167.529999,165.779999,166.399994,166.399994,7106400
2021-04-26,166.630005,166.869995,166.050003,166.839996,166.839996,4786600
2021-04-27,166.919998,167.149994,166.279999,166.419998,166.419998,5363500
2021-04-28,165.750000,166.960007,165.490005,166.910004,166.910004,6932200
2021-04-29,165.580002,166.259995,164.470001,166.220001,166.220001,9067600
2021-04-30,165.860001,166.000000,165.240005,165.660004,165.660004,6247800
2021-05-03,167.610001,168.429993,167.410004,167.809998,167.809998,8904180
